prov,year,month,population,ng_customers,ng_sales_cm3,ng_price ,utility_sales,direct_sales,hdd,gdp,cpi,heating_oil,electric_over_5000kw,electric_under_5000kw,unem_unadj,unem_seasonally,building_permits,vacancy_rate,pct15,pct65,disposable_inc,henry_hub,carbon_tonne,carbon_natural_gas,aeco,full_inc,hhld_d_income
Saskatchewan,1992,3,"1,003,995",257559,91489,15.68,..,,563.4,"47,799",80,36.71307074,64.8,63.7,8.8,7.4,143,4,0.252485321,0.142211864,12526,,0,,1.22,12526000000,12476.15775
Saskatchewan,1992,4,"1,003,995",257174,70382,16.32,..,,400,"47,799",80,36.44699197,64.8,63.7,8.5,7.4,159,4,0.252485321,0.142211864,12526,,0,,1.24,12526000000,12476.15775
Saskatchewan,1992,5,"1,003,995",256063,51261,17.5,..,,230,"47,799",80.9,37.33392122,64.8,63.7,7.3,7.6,166,4,0.252485321,0.142211864,12526,,0,,1.26,12526000000,12476.15775
Saskatchewan,1992,6,"1,003,995",255639,30423,20.53,..,,97.1,"47,799",80.9,37.33392122,64.8,63.7,7.2,8.3,177,4,0.252485321,0.142211864,12526,,0,,1.28,12526000000,12476.15775
Saskatchewan,1992,7,"1,003,995",254837,29731,20.65,..,,58.4,"47,799",81.2,37.33392122,64.8,63.7,8.2,8.2,159,4,0.252485321,0.142211864,12526,,0,,1.21,12526000000,12476.15775
Saskatchewan,1992,8,"1,003,995",254262,32131,20.03,..,,103.9,"47,799",81.3,37.33392122,64.8,63.7,8,8.2,192,4,0.252485321,0.142211864,12526,,0,,1.28,12526000000,12476.15775
Saskatchewan,1992,9,"1,003,995",254694,49604,17.7,..,,241.7,"47,799",81.3,37.41307074,64.8,63.7,7,8.5,142,4,0.252485321,0.142211864,12526,,0,,1.28,12526000000,12476.15775
Saskatchewan,1992,10,"1,003,995",256657,70611,16.37,..,,431.6,"47,799",81.3,37.13480306,64.8,63.7,7,8.6,141,4,0.252485321,0.142211864,12526,,0,,1.45,12526000000,12476.15775
Saskatchewan,1992,11,"1,003,995",257204,96889,15.42,..,,635,"47,799",81.7,36.71307074,64.8,63.7,8.7,8.9,152,4,0.252485321,0.142211864,12526,,0,,1.45,12526000000,12476.15775
Saskatchewan,1992,12,"1,003,995",258178,157356,14.58,..,,1120.2,"47,799",81.7,36.80176367,64.8,63.7,9.1,9,62,4,0.252485321,0.142211864,12526,,0,,1.44,12526000000,12476.15775
Saskatchewan,1993,1,"1,006,900",260082,165571,14.81,..,,1101.5,"50,849",82.2,36.53568489,67.5,66.1,10.1,8.9,114,3.1,0.250963353,0.143463105,13276,,0,,1.46,13276000000,13185.02334
Saskatchewan,1993,2,"1,006,900",259495,140252,15.07,..,,895.4,"50,849",82.4,36.31395258,67.5,66.1,9.8,8.4,60,3.1,0.250963353,0.143463105,13276,,0,,1.42,13276000000,13185.02334
Saskatchewan,1993,3,"1,006,900",259632,98510,15.81,..,,612.2,"50,849",82.2,36.80176367,67.5,66.1,10,8.5,122,3.1,0.250963353,0.143463105,13276,,0,,1.47,13276000000,13185.02334
Saskatchewan,1993,4,"1,006,900",259519,76682,16.48,..,,400.2,"50,849",83.1,36.80176367,67.5,66.1,9.6,8.3,234,3.1,0.250963353,0.143463105,13276,,0,,1.53,13276000000,13185.02334
Saskatchewan,1993,5,"1,006,900",257575,47119,18.18,..,,201.7,"50,849",83.4,36.80176367,67.5,66.1,8,8.3,146,3.1,0.250963353,0.143463105,13276,,0,,1.59,13276000000,13185.02334
Saskatchewan,1993,6,"1,006,900",258180,34411,20.05,..,,132,"50,849",83.4,36.80176367,67.5,66.1,7.2,8.3,307,3.1,0.250963353,0.143463105,13276,,0,,1.56,13276000000,13185.02334
Saskatchewan,1993,7,"1,006,900",256863,27222,21.81,..,,87.1,"50,849",83.4,36.80176367,67.5,66.1,8.3,8.3,108,3.1,0.250963353,0.143463105,13276,,0,,1.49,13276000000,13185.02334
Saskatchewan,1993,8,"1,006,900",256484,28640,31.59,..,,75,"50,849",83.6,36.80176367,67.5,66.1,7.7,8.3,117,3.1,0.250963353,0.143463105,13276,,0,,1.5,13276000000,13185.02334
Saskatchewan,1993,9,"1,006,900",256810,50430,17.94,..,,243.5,"50,849",83.6,36.97914952,67.5,66.1,6.9,8.4,154,3.1,0.250963353,0.143463105,13276,,0,,1.55,13276000000,13185.02334
Saskatchewan,1993,10,"1,006,900",258618,73818,16.55,..,,437.4,"50,849",83.8,37.64699197,67.5,66.1,6.3,7.7,119,3.1,0.250963353,0.143463105,13276,,0,,1.56,13276000000,13185.02334
Saskatchewan,1993,11,"1,006,900",258634,123836,15.3,..,,766.5,"50,849",84.2,37.8478738,67.5,66.1,7.6,7.9,73,3.1,0.250963353,0.143463105,13276,,0,,1.87,13276000000,13185.02334
Saskatchewan,1993,12,"1,006,900",259056,131775,15.21,..,,860.1,"50,849",84.1,37.8478738,67.5,66.1,8.3,8.3,136,3.1,0.250963353,0.143463105,13276,,0,,1.94,13276000000,13185.02334
Saskatchewan,1994,1,"1,009,575",258453,182500,15.81,..,,1190.4,"52,840",84.3,37.90352734,67.5,66.1,8.9,7.8,46,2.4,0.24937127,0.144322116,13495,,0,,1.93,13495000000,13367.01087
Saskatchewan,1994,2,"1,009,575",258453,161829,16.32,..,,1069.4,"52,840",84.1,37.81483441,67.5,66.1,8.4,7.3,46,2.4,0.24937127,0.144322116,13495,,0,,2.04,13495000000,13367.01087
Saskatchewan,1994,3,"1,009,575",260372,109589,17.17,..,,628.4,"52,840",84.1,37.87048795,67.5,66.1,8.2,7.1,143,2.4,0.24937127,0.144322116,13495,,0,,2.07,13495000000,13367.01087
Saskatchewan,1994,4,"1,009,575",259522,75061,18.08,..,,391.4,"52,840",84.5,37.16872428,70.1,68.7,8.4,7.4,205,2.4,0.24937127,0.144322116,13495,,0,,1.82,13495000000,13367.01087
Saskatchewan,1994,5,"1,009,575",257208,40677,20.85,..,,197.8,"52,840",84.4,36.76960611,70.1,68.7,6.7,7,208,2.4,0.24937127,0.144322116,13495,,0,,1.8,13495000000,13367.01087
Saskatchewan,1994,6,"1,009,575",257165,22816,25.7,..,,76,"52,840",84.6,36.76960611,70.1,68.7,5.9,6.7,203,2.4,0.24937127,0.144322116,13495,,0,,1.66,13495000000,13367.01087
Saskatchewan,1994,7,"1,009,575",257165,19916,25.7,..,,36.2,"52,840",84.9,36.76960611,70.1,68.7,6.5,6.2,180,2.4,0.24937127,0.144322116,13495,,0,,1.73,13495000000,13367.01087
Saskatchewan,1994,8,"1,009,575",255565,24267,26.23,..,,62.4,"52,840",85.1,36.76960611,70.1,68.7,6.2,6.4,154,2.4,0.24937127,0.144322116,13495,,0,,1.66,13495000000,13367.01087
Saskatchewan,1994,9,"1,009,575",256044,33295,22.27,..,,124.7,"52,840",85.4,38.52702332,70.1,68.7,5.4,6.4,107,2.4,0.24937127,0.144322116,13495,,0,,1.5,13495000000,13367.01087
Saskatchewan,1994,10,"1,009,575",257591,67596,18.53,..,,370.7,"52,840",85.1,38.52702332,70.1,68.7,5.9,7.2,160,2.4,0.24937127,0.144322116,13495,,0,,1.35,13495000000,13367.01087
Saskatchewan,1994,11,"1,009,575",259178,103890,17.92,..,,664.2,"52,840",85.4,38.61571625,70.1,68.7,6.1,6.4,147,2.4,0.24937127,0.144322116,13495,,0,,1.53,13495000000,13367.01087
Saskatchewan,1994,12,"1,009,575",259501,138074,16.08,..,,938.6,"52,840",85.5,38.25918087,70.1,68.7,5.9,6.1,70,2.4,0.24937127,0.144322116,13495,,0,,1.56,13495000000,13367.01087
Saskatchewan,1995,1,"1,014,187",261281,166662,16.25,..,,1002.8,"53,426",85.6,39.18267686,70.1,68.7,7,6.2,48,1.4,0.246652738,0.144845083,14024,,0,,1.39,14024000000,13827.82465
Saskatchewan,1995,2,"1,014,187",260897,129946,16.66,..,,844.3,"53,426",85.8,38.57048795,70.1,68.7,7.2,6.5,80,1.4,0.246652738,0.144845083,14024,,0,,1.25,14024000000,13827.82465
Saskatchewan,1995,3,"1,014,187",261051,121129,13.21,..,,720.8,"53,426",85.9,38.57048795,70.1,68.7,7.3,6.3,95,1.4,0.246652738,0.144845083,14024,,0,,1.2,14024000000,13827.82465
Saskatchewan,1995,4,"1,014,187",260080,91642,16.09,..,,502.3,"53,426",86.3,38.57048795,70.1,68.7,7.4,6.3,132,1.4,0.246652738,0.144845083,14024,,0,,1.19,14024000000,13827.82465
Saskatchewan,1995,5,"1,014,187",260453,53103,18.31,..,,245.6,"53,426",86.7,39.53744856,70.1,68.7,6.9,7.2,245,1.4,0.246652738,0.144845083,14024,,0,,1.25,14024000000,13827.82465
Saskatchewan,1995,6,"1,014,187",259372,23847,24.28,..,,57.2,"53,426",86.7,39.53744856,70.1,68.7,5.5,6.2,227,1.4,0.246652738,0.144845083,14024,,0,,1.27,14024000000,13827.82465
Saskatchewan,1995,7,"1,014,187",258376,21796,25.17,..,,41.5,"53,426",86.7,39.53744856,70.1,68.7,7.2,6.9,153,1.4,0.246652738,0.144845083,14024,,0,,1.1,14024000000,13827.82465
Saskatchewan,1995,8,"1,014,187",258449,22629,24.73,..,,70.2,"53,426",86.7,39.53744856,70.1,68.7,6.9,7.1,143,1.4,0.246652738,0.144845083,14024,,0,,1.07,14024000000,13827.82465
Saskatchewan,1995,9,"1,014,187",258326,33180,21.31,..,,186.5,"53,426",86.4,38.82525965,70.1,68.7,6,7,210,1.4,0.246652738,0.144845083,14024,,0,,1.2,14024000000,13827.82465
Saskatchewan,1995,10,"1,014,187",260568,64274,17.61,..,,405.2,"53,426",86.7,39.10352734,70.1,68.7,5.4,6.7,130,1.4,0.246652738,0.144845083,14024,,0,,1.25,14024000000,13827.82465
Saskatchewan,1995,11,"1,014,187",260595,123676,15.68,..,,816.1,"53,426",86.8,39.41483441,70.1,68.7,7,7.4,87,1.4,0.246652738,0.144845083,14024,,0,,1.29,14024000000,13827.82465
Saskatchewan,1995,12,"1,014,187",261205,164428,15.18,..,,1063.1,"53,426",86.9,39.58179502,70.1,68.7,7,7.2,71,1.4,0.246652738,0.144845083,14024,,0,,1.39,14024000000,13827.82465
Saskatchewan,1996,1,"1,018,945",257050,189914,14.61,..,,1279.1,"55,034",86.9,39.58179502,70.1,68.7,8.3,7.3,39,1.2,0.243819833,0.145055916,14632,,0,,1.62,14632000000,14359.95073
Saskatchewan,1996,2,"1,018,945",262662,156641,14.88,..,,897.2,"55,034",87,39.89222026,70.1,68.7,8.3,7.3,92,1.2,0.243819833,0.145055916,14632,,0,,1.61,14632000000,14359.95073
Saskatchewan,1996,3,"1,018,945",264295,157847,14.9,..,,917.7,"55,034",87.3,39.61395258,70.1,68.7,8.4,7.4,180,1.2,0.243819833,0.145055916,14632,,0,,1.6,14632000000,14359.95073
Saskatchewan,1996,4,"1,018,945",263690,88493,15.5,..,,468.1,"55,034",87.6,42.16094454,70.1,68.7,7.7,6.9,232,1.2,0.243819833,0.145055916,14632,,0,,1.51,14632000000,14359.95073
Saskatchewan,1996,5,"1,018,945",262617,54007,18.05,..,,287.8,"55,034",88,40.05653537,70.1,68.7,6.6,6.8,405,1.2,0.243819833,0.145055916,14632,,0,,1.41,14632000000,14359.95073
Saskatchewan,1996,6,"1,018,945",261659,23394,24.57,..,,85.2,"55,034",88,40.05653537,70.1,68.7,6.3,6.8,278,1.2,0.243819833,0.145055916,14632,,0,,1.37,14632000000,14359.95073
Saskatchewan,1996,7,"1,018,945",263055,21969,25.44,..,,36.9,"55,034",88.2,40.05653537,70.1,68.7,7.1,6.6,344,1.2,0.243819833,0.145055916,14632,,0,,1.38,14632000000,14359.95073
Saskatchewan,1996,8,"1,018,945",259918,20392,26.1,..,,28.7,"55,034",88.2,40.05653537,70.1,68.7,6.4,6.3,252,1.2,0.243819833,0.145055916,14632,,0,,1.38,14632000000,14359.95073
Saskatchewan,1996,9,"1,018,945",259931,43245,19.36,..,,228.7,"55,034",88.4,40.75653537,70.1,68.7,5.2,6.1,195,1.2,0.243819833,0.145055916,14632,,0,,1.2,14632000000,14359.95073
Saskatchewan,1996,10,"1,018,945",263448,83131,16.3,..,,477.2,"55,034",88.7,43.32614149,70.1,68.7,4.4,5.5,240,1.2,0.243819833,0.145055916,14632,,0,,1.28,14632000000,14359.95073
Saskatchewan,1996,11,"1,018,945",260811,150546,14.86,..,,907.9,"55,034",89.1,42.67826769,70.1,68.7,5.2,5.5,142,1.2,0.243819833,0.145055916,14632,,0,,1.79,14632000000,14359.95073
Saskatchewan,1996,12,"1,018,945",261026,182478,14.57,..,,1147.3,"55,034",89.2,42.73392122,70.1,68.7,5.3,5.8,104,1.2,0.243819833,0.145055916,14632,,0,,2.36,14632000000,14359.95073
Saskatchewan,1997,1,"1,017,902",268053,194908,14.5,..,,1198.9,"57,399",88.9,44.62614149,70.1,68.7,6.8,6,63,1.2,0.240923979,0.145586707,14283,2.49,0,,2.77,14283000000,14031.80267
Saskatchewan,1997,2,"1,017,902",266376,137642,15.05,..,,816.4,"57,399",89.1,43.63480306,70.1,68.7,6.9,6.3,100,1.2,0.240923979,0.145586707,14283,2.49,0,,2.28,14283000000,14031.80267
Saskatchewan,1997,3,"1,017,902",266788,142561,15,..,,859.5,"57,399",89.2,44.24699197,70.1,68.7,7,6.2,160,1.2,0.240923979,0.145586707,14283,2.49,0,,1.39,14283000000,14031.80267
Saskatchewan,1997,4,"1,017,902",267739,63946,17.3,..,,479.5,"57,399",88.8,43.63480306,70.1,68.7,6.8,6.1,366,1.2,0.240923979,0.145586707,14283,2.49,0,,1.44,14283000000,14031.80267
Saskatchewan,1997,5,"1,017,902",265419,40065,19.8,..,,239.8,"57,399",89,43.46784245,70.1,68.7,5.7,5.9,267,1.2,0.240923979,0.145586707,14283,2.49,0,,1.57,14283000000,14031.80267
Saskatchewan,1997,6,"1,017,902",263662,12029,35.44,..,,50.6,"57,399",89.1,43.46784245,70.1,68.7,5.4,6,275,1.2,0.240923979,0.145586707,14283,2.49,0,,1.65,14283000000,14031.80267
Saskatchewan,1997,7,"1,017,902",264743,18920,28.54,..,,31.9,"57,399",89.3,43.46784245,70.1,68.7,6.1,5.7,347,1.2,0.240923979,0.145586707,14283,2.49,0,,1.59,14283000000,14031.80267
Saskatchewan,1997,8,"1,017,902",261532,19647,27.58,..,,52.3,"57,399",89.3,43.46784245,70.1,68.7,5.9,5.6,235,1.2,0.240923979,0.145586707,14283,2.49,0,,1.57,14283000000,14031.80267
Saskatchewan,1997,9,"1,017,902",265213,31948,16.96,..,,135.1,"57,399",89.2,42.96696061,70.1,68.7,5.1,6,322,1.2,0.240923979,0.145586707,14283,2.49,0,,1.73,14283000000,14031.80267
Saskatchewan,1997,10,"1,017,902",265175,76608,17.07,..,,428.3,"57,399",89.3,42.6452283,70.1,68.7,5.1,6.1,266,1.2,0.240923979,0.145586707,14283,2.49,0,,2.07,14283000000,14031.80267
Saskatchewan,1997,11,"1,017,902",266491,107379,15.97,..,,662.6,"57,399",89.3,43.17826769,70.1,68.7,5.6,6.1,113,1.2,0.240923979,0.145586707,14283,2.49,0,,2.37,14283000000,14031.80267
Saskatchewan,1997,12,"1,017,902",268223,117571,15.69,..,,726.7,"57,399",89.3,43.17826769,70.1,68.7,4.7,5.2,213,1.2,0.240923979,0.145586707,14283,2.49,0,,1.95,14283000000,14031.80267
Saskatchewan,1998,1,"1,017,332",270943,171334,16.19,..,,1108.4,"59,879",89.6,43.17826769,70.1,68.7,5.9,5.3,77,1.2,0.238083536,0.145949405,14674,2.09,0,,1.8,14674000000,14424.00318
Saskatchewan,1998,2,"1,017,332",270455,106473,17.12,..,,654.8,"59,879",89.8,42.76784245,70.1,68.7,5.9,5.3,105,1.2,0.238083536,0.145949405,14674,2.09,0,,1.73,14674000000,14424.00318
Saskatchewan,1998,3,"1,017,332",272945,123548,16.81,..,,783.2,"59,879",90,42.45565354,70.1,68.7,6.1,5.4,154,1.2,0.238083536,0.145949405,14674,2.09,0,,1.71,14674000000,14424.00318
Saskatchewan,1998,4,"1,017,332",270729,57423,19.53,..,,321.4,"59,879",90,40.98957476,70.1,68.7,6.4,5.7,278,1.2,0.238083536,0.145949405,14674,2.09,0,,1.84,14674000000,14424.00318
Saskatchewan,1998,5,"1,017,332",270437,32986,23.19,..,,168.7,"59,879",90.5,42.07826769,70.1,68.7,5.3,5.3,364,1.2,0.238083536,0.145949405,14674,2.09,0,,1.84,14674000000,14424.00318
Saskatchewan,1998,6,"1,017,332",271824,25239,30.9,..,,122.9,"59,879",90.7,42.07826769,70.1,68.7,5.5,6,405,1.2,0.238083536,0.145949405,14674,2.09,0,,1.71,14674000000,14424.00318
Saskatchewan,1998,7,"1,017,332",270145,18836,30.92,..,,25.4,"59,879",90.7,42.07826769,70.1,68.7,6.4,6.1,218,1.2,0.238083536,0.145949405,14674,2.09,0,,1.83,14674000000,14424.00318
Saskatchewan,1998,8,"1,017,332",268972,17274,30.98,..,,13.2,"59,879",90.4,42.07826769,70.1,68.7,6.6,6.3,384,1.2,0.238083536,0.145949405,14674,2.09,0,,1.78,14674000000,14424.00318
Saskatchewan,1998,9,"1,017,332",270972,27334,24.83,..,,146,"59,879",90.5,39.86094454,70.1,68.7,5,5.9,346,1.2,0.238083536,0.145949405,14674,2.09,0,,1.56,14674000000,14424.00318
Saskatchewan,1998,10,"1,017,332",271279,57174,18.69,..,,394,"59,879",90.7,41.05829904,70.1,68.7,5.1,6,207,1.2,0.238083536,0.145949405,14674,2.09,0,,1.86,14674000000,14424.00318
Saskatchewan,1998,11,"1,017,332",270952,96969,18.7,..,,657.1,"59,879",91.1,40.5,70.1,68.7,5.6,6.2,184,1.2,0.238083536,0.145949405,14674,2.09,0,,2.19,14674000000,14424.00318
Saskatchewan,1998,12,"1,017,332",275699,154639,18,..,,958.4,"59,879",90.9,39.87914952,70.1,68.7,5.8,6.3,121,1.2,0.238083536,0.145949405,14674,2.09,0,,2.22,14674000000,14424.00318
Saskatchewan,1999,1,"1,014,524",274596,165546,17.68,..,,1093.5,"59,943",91.3,39.74434646,70.1,68.7,7.1,6.4,39,1.1,0.234227086,0.146436161,15577,2.27,0,,2.04,15577000000,15353.99853
Saskatchewan,1999,2,"1,014,524",276696,124642,18.35,..,,765.3,"59,943",91.3,38.64434646,70.1,68.7,7.5,6.8,58,1.1,0.234227086,0.146436161,15577,2.27,0,,1.9,15577000000,15353.99853
Saskatchewan,1999,3,"1,014,524",279029,129865,18.4,..,,701.5,"59,943",91.4,38.46696061,70.1,68.7,7.3,6.6,170,1.1,0.234227086,0.146436161,15577,2.27,0,,1.8,15577000000,15353.99853
Saskatchewan,1999,4,"1,014,524",274810,71088,19.82,..,,351.1,"59,943",91.5,39.33392122,70.1,68.7,7.1,6.4,321,1.1,0.234227086,0.146436161,15577,2.27,0,,1.9,15577000000,15353.99853
Saskatchewan,1999,5,"1,014,524",274536,46079,22.8,..,,226.6,"59,943",92,39.82173231,70.1,68.7,7,7.1,361,1.1,0.234227086,0.146436161,15577,2.27,0,,2.21,15577000000,15353.99853
Saskatchewan,1999,6,"1,014,524",275252,28345,26.3,..,,108,"59,943",91.9,39.82173231,70.1,68.7,5.1,5.6,269,1.1,0.234227086,0.146436161,15577,2.27,0,,2.22,15577000000,15353.99853
Saskatchewan,1999,7,"1,014,524",271633,22863,28.63,..,,63.8,"59,943",91.8,39.82173231,70.1,68.7,6.2,5.9,310,1.1,0.234227086,0.146436161,15577,2.27,0,,2.33,15577000000,15353.99853
Saskatchewan,1999,8,"1,014,524",274155,14599,36.17,..,,39.4,"59,943",92.1,42.03480306,70.1,68.7,6.1,5.8,283,1.1,0.234227086,0.146436161,15577,2.27,0,,2.6,15577000000,15353.99853
Saskatchewan,1999,9,"1,014,524",273065,37355,23.77,..,,238.4,"59,943",92.5,42.81218891,70.1,68.7,4.6,5.3,204,1.1,0.234227086,0.146436161,15577,2.27,0,,2.86,15577000000,15353.99853
Saskatchewan,1999,10,"1,014,524",273842,74803,20.14,..,,423.4,"59,943",92.4,44.06607878,70.1,68.7,4.9,5.7,323,1.1,0.234227086,0.146436161,15577,2.27,0,,2.72,15577000000,15353.99853
Saskatchewan,1999,11,"1,014,524",277141,95974,19.16,..,,563.4,"59,943",92.6,46.04611013,70.1,68.7,4.7,5.3,196,1.1,0.234227086,0.146436161,15577,2.27,0,,3.06,15577000000,15353.99853
Saskatchewan,1999,12,"1,014,524",277099,125311,19.64,..,,772.5,"59,943",92.6,48.01218891,70.1,68.7,4.8,5.1,138,1.1,0.234227086,0.146436161,15577,2.27,0,,2.54,15577000000,15353.99853
Saskatchewan,2000,1,"1,007,565",295158,171990,19.82,..,,1075.8,"61,503",92.7,50.01218891,70.1,68.7,5.4,4.9,61,1.6,0.230246188,0.147137902,16023,4.31,0,,2.5,16023000000,15902.6961
Saskatchewan,2000,2,"1,007,565",288572,131211,20.39,..,,844.8,"61,503",93,50.40088183,70.1,68.7,5,4.6,124,1.6,0.230246188,0.147137902,16023,4.31,0,,2.62,16023000000,15902.6961
Saskatchewan,2000,3,"1,007,565",279120,104990,21.17,..,,590.6,"61,503",93.6,51.76872428,70.1,68.7,5.2,4.8,212,1.6,0.230246188,0.147137902,16023,4.31,0,,2.72,16023000000,15902.6961
Saskatchewan,2000,4,"1,007,565",277241,78024,22.03,..,,412.8,"61,503",93.7,52.1,70.1,68.7,5.4,4.7,249,1.6,0.230246188,0.147137902,16023,4.31,0,,3.1,16023000000,15902.6961
Saskatchewan,2000,5,"1,007,565",279273,42027,25.45,..,,228.9,"61,503",94,50.60176367,70.1,68.7,5.2,5.1,332,1.6,0.230246188,0.147137902,16023,4.31,0,,3.35,16023000000,15902.6961
Saskatchewan,2000,6,"1,007,565",276874,27118,28.61,..,,126.5,"61,503",94.2,50.60176367,70.1,68.7,5.1,5.5,254,1.6,0.230246188,0.147137902,16023,4.31,0,,4.33,16023000000,15902.6961
Saskatchewan,2000,7,"1,007,565",275763,18175,34.19,..,,28.5,"61,503",94.6,50.60176367,70.1,68.7,5.6,5.4,260,1.6,0.230246188,0.147137902,16023,4.31,0,,4.42,16023000000,15902.6961
Saskatchewan,2000,8,"1,007,565",277932,19470,33.7,..,,57.3,"61,503",94.8,50.60176367,70.1,68.7,6,5.7,315,1.6,0.230246188,0.147137902,16023,4.31,0,,3.93,16023000000,15902.6961
Saskatchewan,2000,9,"1,007,565",275790,35956,26.17,..,,187.8,"61,503",95,58.48692926,70.1,68.7,4.7,5.5,156,1.6,0.230246188,0.147137902,16023,4.31,0,,4.66,16023000000,15902.6961
Saskatchewan,2000,10,"1,007,565",279008,63300,23.15,..,,401.7,"61,503",95,58.07562218,70.1,68.7,4.5,5.2,179,1.6,0.230246188,0.147137902,16023,4.31,0,,5.53,16023000000,15902.6961
Saskatchewan,2000,11,"1,007,565",279599,117487,20.7,..,,763.4,"61,503",95.4,60,70.1,68.7,4.3,4.9,160,1.6,0.230246188,0.147137902,16023,4.31,0,,5.79,16023000000,15902.6961
Saskatchewan,2000,12,"1,007,565",277539,167395,25.53,..,,1150.5,"61,503",96.3,60.86784245,70.1,68.7,4.7,5,82,1.6,0.230246188,0.147137902,16023,4.31,0,,8.28,16023000000,15902.6961
Saskatchewan,2001,1,"1,000,239",285145,137540,25.71,..,,857.4,"60,993",95.6,59.390355,70.1,68.7,6.1,5.4,61,2.5,0.226094963,0.147899652,16723,3.96,0,,11.21,16723000000,16719.00416
Saskatchewan,2001,2,"1,000,239",280724,159005,25.51,..,,1015.4,"60,993",96.1,59.12216567,70.1,68.7,6,5.8,82,2.5,0.226094963,0.147899652,16723,3.96,0,,8.05,16723000000,16719.00416
Saskatchewan,2001,3,"1,000,239",283076,113693,26.62,..,,685.3,"60,993",96.1,57.214213,70.1,68.7,6,5.7,119,2.5,0.226094963,0.147899652,16723,3.96,0,,6.48,16723000000,16719.00416
Saskatchewan,2001,4,"1,000,239",280675,73096,27.78,..,,405.3,"60,993",96.4,55.85397633,70.1,68.4,6.5,6,195,2.5,0.226094963,0.147899652,16723,3.96,0,,6.59,16723000000,16719.00416
Saskatchewan,2001,5,"1,000,239",281043,38086,31.71,..,,183.7,"60,993",97.3,54.66531366,70.1,68.4,6.1,6,276,2.5,0.226094963,0.147899652,16723,3.96,0,,5.74,16723000000,16719.00416
Saskatchewan,2001,6,"1,000,239",278432,20244,45.14,..,,85.7,"60,993",98.3,54.66531366,70.1,68.4,5.2,5.7,145,2.5,0.226094963,0.147899652,16723,3.96,0,,4.44,16723000000,16719.00416
Saskatchewan,2001,7,"1,000,239",277954,17263,47.75,..,,16.5,"60,993",97.9,54.66531366,70.1,68.4,6.2,5.7,172,2.5,0.226094963,0.147899652,16723,3.96,0,,3.75,16723000000,16719.00416
Saskatchewan,2001,8,"1,000,239",277843,17654,49.09,..,,20.6,"60,993",98,54.66531366,70.1,68.4,5.9,5.4,276,2.5,0.226094963,0.147899652,16723,3.96,0,,3.53,16723000000,16719.00416
Saskatchewan,2001,9,"1,000,239",276538,27900,41.17,..,,136.2,"60,993",98.7,59.847716,70.1,68.4,5.1,5.9,259,2.5,0.226094963,0.147899652,16723,3.96,0,,2.76,16723000000,16719.00416
Saskatchewan,2001,10,"1,000,239",280322,72351,35.06,..,,475.7,"60,993",98,55.6,70.1,68.4,5,5.8,126,2.5,0.226094963,0.147899652,16723,3.96,0,,2.4,16723000000,16719.00416
Saskatchewan,2001,11,"1,000,239",281057,91348,30.45,..,,560.7,"60,993",97.3,54.04145566,70.1,68.4,5.3,6,180,2.5,0.226094963,0.147899652,16723,3.96,0,,3.33,16723000000,16719.00416
Saskatchewan,2001,12,"1,000,239",281678,142503,29.54,..,,949.4,"60,993",97.2,51.36531366,70.1,68.4,5.9,5.9,126,2.5,0.226094963,0.147899652,16723,3.96,0,,3.2,16723000000,16719.00416
Saskatchewan,2002,1,"996,807",283351,151844,29.17,..,,986.7,"60,789",97.8,50.71684365,66.3,69.4,6.5,5.8,193,2.9,0.222188448,0.14840285,17244,3.38,0,,3.71,17244000000,17299.23646
Saskatchewan,2002,2,"996,807",281584,122298,29.48,..,,732.6,"60,789",97.7,49.07101664,66.3,69.4,6,5.6,116,2.9,0.222188448,0.14840285,17244,3.38,0,,2.71,17244000000,17299.23646
Saskatchewan,2002,3,"996,807",283387,156506,29.3,..,,972.6,"60,789",98.5,49.75447639,66.3,69.4,6.2,5.7,143,2.9,0.222188448,0.14840285,17244,3.38,0,,3.23,17244000000,17299.23646
Saskatchewan,2002,4,"996,807",283626,85109,30.64,..,,561.6,"60,789",99.8,53.38361145,66.3,69.4,6.5,5.8,205,2.9,0.222188448,0.14840285,17244,3.38,0,,3.91,17244000000,17299.23646
Saskatchewan,2002,5,"996,807",281469,53929,32.44,..,,299.8,"60,789",100,52.09605457,66.3,69.4,6,6,300,2.9,0.222188448,0.14840285,17244,3.38,0,,3.91,17244000000,17299.23646
Saskatchewan,2002,6,"996,807",278736,22735,39.83,..,,78.9,"60,789",100.2,52.09605457,66.3,69.4,5,5.6,252,2.9,0.222188448,0.14840285,17244,3.38,0,,3.54,17244000000,17299.23646
Saskatchewan,2002,7,"996,807",280759,18401,44.08,..,,25.9,"60,789",100.4,52.09605457,66.3,69.4,5.8,5.3,216,2.9,0.222188448,0.14840285,17244,3.38,0,,3.17,17244000000,17299.23646
Saskatchewan,2002,8,"996,807",273214,24022,39.43,..,,75.9,"60,789",100.6,52.09605457,66.3,69.4,5.7,5.2,268,2.9,0.222188448,0.14840285,17244,3.38,0,,2.93,17244000000,17299.23646
Saskatchewan,2002,9,"996,807",277991,33487,35.91,..,,195.9,"60,789",101,56.00424884,66.3,69.4,4.7,5.3,231,2.9,0.222188448,0.14840285,17244,3.38,0,,3.51,17244000000,17299.23646
